,compound,date,negative,neutral,positive,tn,tweet,user
0,-0.4767,Tue May 01 16:30:37 +0000 2018,0.237,0.763,0.0,0,"""You already stole my gas. Now you ruined my vehicle."" https://t.co/N73cBdPxEu",@cbcnews
1,0.7003,Tue May 01 16:00:47 +0000 2018,0.0,0.734,0.266,1,There is a disparity between popularity of Alberta's party leaders — Rachel Notley and Jason Kenney — and the popul… https://t.co/35cai5rdGr,@cbcnews
2,-0.7351,Tue May 01 15:45:04 +0000 2018,0.323,0.677,0.0,2,RT @CBCNL: BREAKING: MHA Pam Parsons goes to police with harassment complaints https://t.co/QyTrmeocAR #nlpoli https://t.co/bEE0GF4CdX,@cbcnews
3,0.1027,Tue May 01 15:30:37 +0000 2018,0.0,0.924,0.076,3,Israel's prime minister gave a PowerPoint presentation at the country's defence headquarters in Tel Aviv. But it se… https://t.co/c4MqETK9oQ,@cbcnews
4,0.0,Tue May 01 15:15:05 +0000 2018,0.0,1.0,0.0,4,RT @CBCBusiness: 'We're in the money' — CEO sings showtunes after buying grocery chain from Walmart https://t.co/23C6cG8BOa https://t.co/pv…,@cbcnews
5,-0.8779,Tue May 01 15:00:31 +0000 2018,0.408,0.502,0.091,5,"#Opinion: If Canada truly wants to decrease gun violence, we must start by considering all types of gun violence —… https://t.co/eIka4hXa4t",@cbcnews
6,-0.7351,Tue May 01 14:56:47 +0000 2018,0.256,0.744,0.0,6,RT @CBCNL: BREAKING: Liberal MHA Colin Holloway files harassment complaints against ousted cabinet ministers Eddie Joyce and Dale Kirby.  #…,@cbcnews
7,-0.7783,Tue May 01 14:30:20 +0000 2018,0.274,0.726,0.0,7,"Cathy Bennett says she was intimidated within the N.L. Liberal caucus and cabinet, and was subjected to bullying, i… https://t.co/NCpLwLGMeW",@cbcnews
8,-0.1027,Tue May 01 14:15:12 +0000 2018,0.146,0.73,0.124,8,RT @CBCPolitics: Emergency alert test will ping your cellphone next week https://t.co/QlPDP0RdgT #hw #cdnpoli https://t.co/9wMWLKRNih,@cbcnews
9,-0.5267,Tue May 01 14:00:06 +0000 2018,0.152,0.848,0.0,9,"Ashley Judd has sued Harvey Weinstein, saying the former movie mogul hurt her acting career in retaliation for her… https://t.co/YeZm2emFxO",@cbcnews
10,-0.6597,Tue May 01 13:30:00 +0000 2018,0.265,0.735,0.0,10,An abandoned highrise building occupied by squatters in downtown Sao Paulo has caught fire and collapsed.… https://t.co/cURp0lLae7,@cbcnews
11,0.0,Tue May 01 13:28:49 +0000 2018,0.0,1.0,0.0,11,"RT @thomasdaigle: Windsor, T minus 18 days https://t.co/gxU0LnbBgf",@cbcnews
12,0.0,Tue May 01 13:23:41 +0000 2018,0.0,1.0,0.0,12,"RT @CBCAlerts: UPDATE: Musicals ""Mean Girls"" and ""SpongeBob SquarePants"" each received 12 Tony nominations, while 11 nominations each went…",@cbcnews
13,0.4019,Tue May 01 13:13:24 +0000 2018,0.0,0.769,0.231,13,RT @CBCIndigenous: AFN Special Chiefs Assembly Opening Ceremonies LIVE https://t.co/Ah8UJR0O7h,@cbcnews
14,-0.2732,Tue May 01 13:00:38 +0000 2018,0.203,0.691,0.106,14,The rival Koreas have dismantled huge Cold War-era loudspeakers used to blare propaganda across their tense border. https://t.co/OQFtUglzTh,@cbcnews
15,-0.4767,Tue May 01 12:30:14 +0000 2018,0.14,0.86,0.0,15,Someone using the name of a paralyzed Humboldt Broncos player set up a fake Twitter account and sought money for a… https://t.co/1qjxp9Et6V,@cbcnews
16,0.0,Tue May 01 12:25:11 +0000 2018,0.0,1.0,0.0,16,"RT @CBCEnt: Could Harry Potter, Mean Girls and Frozen land Tony nods today? https://t.co/R66GUvWySu https://t.co/HFsgfwOiht",@cbcnews
17,0.0,Tue May 01 12:09:42 +0000 2018,0.0,1.0,0.0,17,"RT @CBCAlerts: Prince Louis of Cambridge's birth has been officially registered. Photo of his birth certificate, signed today by his father…",@cbcnews
18,0.0,Tue May 01 12:00:36 +0000 2018,0.0,1.0,0.0,18,A new book by the former Canadian commander in Afghanistan explores Operation Medusa and the politics that surround… https://t.co/tk1AvQEF4G,@cbcnews
19,0.0,Tue May 01 11:28:30 +0000 2018,0.0,1.0,0.0,19,7/7 Get the Morning Brief in your inbox each morning. Sign up here: https://t.co/euWkx8Bq21 https://t.co/YHlOxPDRTW,@cbcnews
20,-0.4215,Tue May 01 11:28:30 +0000 2018,0.219,0.781,0.0,20,6/7 Benjamin Netanyahu said Iran broke the nuclear deal. https://t.co/32yoVp0rF3 https://t.co/pbWr67hVHx,@cbcnews
21,0.0,Tue May 01 11:28:29 +0000 2018,0.0,1.0,0.0,21,5/7 Canada's government wants to change election law. https://t.co/32yoVp0rF3 https://t.co/hfDCdNsmxR,@cbcnews
22,0.0,Tue May 01 11:28:29 +0000 2018,0.0,1.0,0.0,22,4/7 Canada helped dig up evidence to extradite Hassan Diab. https://t.co/32yoVp0rF3 https://t.co/D1aNYwpfPZ,@cbcnews
23,0.0,Tue May 01 11:28:28 +0000 2018,0.0,1.0,0.0,23,"3/7 Water, water everywhere. https://t.co/32yoVp0rF3 https://t.co/PcLRpzEdLi",@cbcnews
24,0.0,Tue May 01 11:28:28 +0000 2018,0.0,1.0,0.0,24,2/7 Some Canadians are getting hit with a Trump tax bill. https://t.co/32yoVp0rF3 https://t.co/1vcCNW86Ll,@cbcnews
25,0.4926,Tue May 01 11:28:27 +0000 2018,0.0,0.814,0.186,25,1/7 Good morning! Here's the news you need to start your day today. https://t.co/32yoVp0rF3 https://t.co/txq2NT01R9,@cbcnews
26,0.1531,Tue May 01 11:15:01 +0000 2018,0.0,0.873,0.127,26,Trains may start hauling raw oilsands bitumen as a solid material. https://t.co/91TuJwDRKX @KyleBakx,@cbcnews
27,-0.5994,Tue May 01 11:00:22 +0000 2018,0.196,0.804,0.0,27,"Donald Trump — who once sympathized with violent white nationalists, implored a crowd at a campaign rally to ""knock… https://t.co/hYZ4vtDGeq",@cbcnews
28,-0.8316,Tue May 01 10:30:30 +0000 2018,0.317,0.683,0.0,28,Canada helped France dig up evidence to extradite an Ottawa man who spent three years in prison on terror charges a… https://t.co/G71gGvGDgc,@cbcnews
29,-0.2263,Tue May 01 10:00:22 +0000 2018,0.16,0.84,0.0,29,Porn actress Stormy Daniels files defamation lawsuit against President Trump https://t.co/vmpp5jTMiu,@cbcnews
30,0.0,Tue May 01 09:00:19 +0000 2018,0.0,1.0,0.0,30,Detroit finally emerges from post-bankruptcy oversight of finances https://t.co/Nx6iuq9QDC,@cbcnews
31,0.0,Tue May 01 08:00:23 +0000 2018,0.0,1.0,0.0,31,Most analysts foresee 2 or 3 additional increases in the Fed's benchmark rate by year's end https://t.co/qXk15cKcDI,@cbcnews
32,-0.128,Tue May 01 07:00:12 +0000 2018,0.176,0.824,0.0,32,Wall Street lowers iPhone sales revenue expectations https://t.co/TH5s3ov1Tm,@cbcnews
33,-0.6486,Tue May 01 06:00:10 +0000 2018,0.417,0.583,0.0,33,Actress Pamela Gidley dead at 52 https://t.co/lFU0pGUW53,@cbcnews
34,0.0258,Tue May 01 05:00:07 +0000 2018,0.235,0.588,0.176,34,"Home cultivation of marijuana plants could undermine property values, realtors warn https://t.co/eENQDMKo4L",@cbcnews
35,0.0,Tue May 01 04:00:07 +0000 2018,0.0,1.0,0.0,35,"Trudeau government proposes major changes to Canadian elections law, including campaign length and spending limits https://t.co/sodCkq0Rx3",@cbcnews
36,0.0,Tue May 01 03:00:01 +0000 2018,0.0,1.0,0.0,36,"Thousands of Canadians facing massive tax bills because of Trump's December tax reforms, CBC News has learned https://t.co/hIFpzOW3sT",@cbcnews
37,-0.6369,Tue May 01 02:30:00 +0000 2018,0.259,0.741,0.0,37,Time's Up campaign takes aim at R. Kelly over sexual abuse allegations https://t.co/uqxauUVdwA,@cbcnews
38,0.872,Tue May 01 02:00:18 +0000 2018,0.0,0.579,0.421,38,"Air Canada's new loyalty program will help to attract more foreign investors and bolster company's share price, CEO… https://t.co/9wnWsANVNj",@cbcnews
39,0.0,Tue May 01 01:30:25 +0000 2018,0.0,1.0,0.0,39,"Federal government's carbon pricing plan could eliminate up to 90 million tonnes of carbon dioxide by 2022, Environ… https://t.co/7UAf7pWklH",@cbcnews
40,-0.4215,Tue May 01 01:00:34 +0000 2018,0.203,0.797,0.0,40,"Governing Liberals crushed by Conservatives in first-quarter fundraising, new numbers show https://t.co/XDhyGwIlGY",@cbcnews
41,0.0,Tue May 01 00:59:29 +0000 2018,0.0,1.0,0.0,41,RT @CBCTheNational: Watch #CBCTheNational LIVE for Apr. 30 https://t.co/91NxJNmOHF,@cbcnews
42,0.0,Tue May 01 00:30:23 +0000 2018,0.1,0.8,0.1,42,"With legal pot looming, officials working on new training tools for Canada's cops
 https://t.co/dJuRXwjcyb",@cbcnews
43,-0.7906,Tue May 01 00:00:07 +0000 2018,0.318,0.682,0.0,43,"In wake of Toronto van attack, experts wonder what Canada is doing to address violent extremism https://t.co/4Px3dQZVA5",@cbcnews
44,0.0,Mon Apr 30 23:31:52 +0000 2018,0.0,1.0,0.0,44,LIVE Q&amp;A: Does Canada need election reform? Should expats be allowed to vote? @carolemacneil and panellists… https://t.co/vTalNYIY6O,@cbcnews
45,-0.8834,Mon Apr 30 23:30:09 +0000 2018,0.484,0.516,0.0,45,Iranian media gives conflicting reports about missile attack that killed 26 in Syria https://t.co/Yk5zAEi5th,@cbcnews
46,0.0,Mon Apr 30 23:19:59 +0000 2018,0.0,1.0,0.0,46,RT @carolemacneil: Does Canada need election reform? Should expats be allowed to vote? The Liberal government proposed major changes to ele…,@cbcnews
47,0.0,Mon Apr 30 23:00:06 +0000 2018,0.0,1.0,0.0,47,"U.S. says border crossing doesn't have room for caravan of asylum seekers
 https://t.co/BW5CEllA5v https://t.co/VcQSwwdqpb",@cbcnews
48,0.0,Mon Apr 30 22:30:09 +0000 2018,0.0,1.0,0.0,48,"Can't understand clickable online contracts? It's time to legislate them away: Don Pittis
 https://t.co/UL6D54y0VQ https://t.co/GhjuZVJtbS",@cbcnews
49,-0.1531,Mon Apr 30 22:00:16 +0000 2018,0.151,0.729,0.12,49,"Iran continues to preserve and expand its nuclear weapons program, says Israeli PM Benjamin Netanyahu https://t.co/znQD2sbmxX",@cbcnews
50,0.0,Mon Apr 30 21:30:10 +0000 2018,0.0,1.0,0.0,50,"""It's normal for the [Canada Revenue Agency] to do reassessments, but it's not normal to reassess someone 10 times… https://t.co/lMU3K46WAY",@cbcnews
51,-0.0516,Mon Apr 30 21:00:02 +0000 2018,0.079,0.921,0.0,51,A UN delegation will closely monitor the seriousness of Myanmar's efforts to repatriate the Rohingya. https://t.co/lMoQZQ5yBH,@cbcnews
52,0.0,Mon Apr 30 20:30:11 +0000 2018,0.0,1.0,0.0,52,Human body discovered inside wall of public washroom at downtown Calgary mall https://t.co/wcSNCyPIuf,@cbcnews
53,0.0,Mon Apr 30 20:00:33 +0000 2018,0.0,1.0,0.0,53,"With Italian coalition talks foundering, the Five Star Movement is floating the idea of another election. https://t.co/DedxiC4kFz",@cbcnews
54,0.0,Mon Apr 30 19:30:08 +0000 2018,0.0,1.0,0.0,54,"RT @CBCWorldNews: Schools fret as teens take to vaping, even in class https://t.co/irELDyaXFK https://t.co/BaAczqvY97",@cbcnews
55,-0.6908,Mon Apr 30 19:00:29 +0000 2018,0.231,0.769,0.0,55,A Manitoba man has been charged with three counts of impaired driving causing death after three boys were hit by a… https://t.co/J9spqD2qJ2,@cbcnews
56,0.4019,Mon Apr 30 18:37:11 +0000 2018,0.0,0.87,0.13,56,RT @CBCPolitics: Follow Question Period : Watch live as opposition parties question the government in the House of Commons. https://t.co/VG…,@cbcnews
57,0.0,Mon Apr 30 18:30:06 +0000 2018,0.0,1.0,0.0,57,"Ontario PC leader Doug Ford: ""We will open up the Greenbelt — not all of it, but we're going to open a big chunk of… https://t.co/WQZ3nZadtJ",@cbcnews
58,-0.0772,Mon Apr 30 18:00:18 +0000 2018,0.075,0.925,0.0,58,"Donald Trump imposed a May 1 cutoff for steel and aluminum tariff exemptions for U.S. allies, including Canada. https://t.co/zpaXbf1oO4",@cbcnews
59,0.0,Mon Apr 30 17:45:32 +0000 2018,0.0,1.0,0.0,59,RT @CBCCalgary: Body found inside wall of washroom at Calgary shopping mall https://t.co/o8hnnrcNTo,@cbcnews
60,0.1779,Mon Apr 30 17:36:53 +0000 2018,0.0,0.884,0.116,60,"RT @CBCBusiness: Trudeau announces Amazon bringing 3,000 new tech jobs to Vancouver https://t.co/Q8p2UZegfU https://t.co/FCpzbxPNg3",@cbcnews
61,0.0,Mon Apr 30 17:30:08 +0000 2018,0.0,1.0,0.0,61,RT @hockeynight: BREAKING | Maple Leafs say Lou Lamoriello will not return as GM next season https://t.co/3GgAsJcTNY https://t.co/RIJSFEEszE,@cbcnews
62,-0.4404,Mon Apr 30 17:22:28 +0000 2018,0.139,0.861,0.0,62,RT @CBCAlerts: Israel claims 'irrefutable' proof of clandestine Iranian nuclear weapons program. PM Benjamin Netanyahu says Israel has unco…,@cbcnews
63,0.0,Mon Apr 30 17:00:18 +0000 2018,0.0,1.0,0.0,63,The youngest member of the jury that convicted Bill Cosby said the comedian's own words sealed his fate. https://t.co/iU9U4O0KCc,@cbcnews
64,0.1779,Mon Apr 30 16:34:18 +0000 2018,0.0,0.884,0.116,64,RT @CBCPolitics: Justin Trudeau to make announcement with Amazon LIVE https://t.co/I5qKuqivsW #hw #cdnpoli https://t.co/UkmctvG3ih,@cbcnews
65,0.0,Mon Apr 30 16:30:32 +0000 2018,0.0,1.0,0.0,65,"Revenue Canada demoted this Halifax sculptor to ""hobby artist"" status and gave him a $14,000 tax bill.  https://t.co/m2ZhjlGHgf @Witherscbc",@cbcnews
66,0.0,Mon Apr 30 16:28:30 +0000 2018,0.0,1.0,0.0,66,RT @CBCAlerts: Both Dale Kirby and Eddie Joyce will sit as Independents in Newfoundland and Labrador's House of Assembly. 'This is not abou…,@cbcnews
67,0.0,Mon Apr 30 16:14:08 +0000 2018,0.0,1.0,0.0,67,RT @CBCToronto: BREAKING: Court dismisses Const. James Forcillo's appeal of conviction in Sammy Yatim case https://t.co/4X6SyfVwIs https://…,@cbcnews
68,0.0,Mon Apr 30 16:10:00 +0000 2018,0.0,1.0,0.0,68,RT @CBCLorenda: Update: the Ontario Court of Appeal dismisses the appeal by Const. James Forcillo in the streetcar shooting of Sammy Yatim…,@cbcnews
69,0.0,Mon Apr 30 16:07:51 +0000 2018,0.0,1.0,0.0,69,"RT @CBCAlerts: Lou Lamoriello not returning as general manager, Toronto Maple Leafs confirm. Lamoriello, 75, has been running the team sinc…",@cbcnews
70,0.0,Mon Apr 30 16:01:49 +0000 2018,0.0,1.0,0.0,70,"RT @CBCAlerts: Newfoundland and Labrador Premier Dwight Ball has just said goodbye to another cabinet minister.  Until this morning, Dale K…",@cbcnews
71,0.0,Mon Apr 30 16:00:57 +0000 2018,0.0,1.0,0.0,71,"#Analysis: While there's still a focus on the bottom line, most Albertans are socially progressive https://t.co/06iVuxfRFZ",@cbcnews
72,-0.6908,Mon Apr 30 15:55:00 +0000 2018,0.231,0.769,0.0,72,RT @CBCAlerts: Manitoba man charged with 3 counts of impaired driving causing death after 3 boys hit by car on Nisichawayasihk Cree Nation…,@cbcnews
73,-0.4767,Mon Apr 30 15:30:14 +0000 2018,0.147,0.853,0.0,73,#Opinion: Ontario has taken necessary steps to eliminate the use of solitary confinement for those suffering with m… https://t.co/d7Np7k4KFu,@cbcnews
74,0.0,Mon Apr 30 15:00:04 +0000 2018,0.0,1.0,0.0,74,Forensic investigators in Ontario go through several steps to scientifically confirm the identity of someone who ha… https://t.co/sPI29vTyyh,@cbcnews
75,0.0,Mon Apr 30 14:30:21 +0000 2018,0.0,1.0,0.0,75,"Spring flooding in B.C., Alberta, Que., N.B. prompts evacuation orders in some communities https://t.co/INCyxKmlCB",@cbcnews
76,0.3182,Mon Apr 30 14:24:49 +0000 2018,0.0,0.901,0.099,76,RT @CBCIndigenous: Truth and Reconciliation Call to Action 25: Reaffirm the independence of the RCMP to investigate crimes in which the gov…,@cbcnews
77,0.0,Mon Apr 30 14:22:07 +0000 2018,0.0,1.0,0.0,77,RT @CBCNB: Follow the latest coverage from @TWeldonCBC https://t.co/zNesE3cGQf,@cbcnews
78,0.5267,Mon Apr 30 14:15:07 +0000 2018,0.0,0.815,0.185,78,"RT @CBCNL: NEW | Passionate about pickleball: Unique sport has a diverse following in St. John's

https://t.co/uIwzfffwvf https://t.co/eYeG…",@cbcnews
79,0.0,Mon Apr 30 14:00:42 +0000 2018,0.0,1.0,0.0,79,"Cattle-rearing accountant investigated for possibly fudging 1,400 tax returns https://t.co/YJfBp9huvO",@cbcnews
80,0.0,Mon Apr 30 13:45:05 +0000 2018,0.0,1.0,0.0,80,China presses Canada over illicit marijuana imports https://t.co/41b80661Yi,@cbcnews
81,-0.1779,Mon Apr 30 13:32:01 +0000 2018,0.256,0.569,0.175,81,"⚡️ Thousands gathered at vigil to honour Toronto van attack victims

https://t.co/uwXbrCkQbD @mtaruc @davidcommon… https://t.co/9k1oV7RZy9",@cbcnews
82,-0.4767,Mon Apr 30 13:30:21 +0000 2018,0.256,0.744,0.0,82,The Yonge Street van attack in Toronto: 1 week later https://t.co/S3pxncAkD4,@cbcnews
83,-0.1779,Mon Apr 30 13:18:34 +0000 2018,0.215,0.637,0.147,83,Thousands gathered on Toronto's Yonge Street to honour victims of the deadly van attack that rattled Canada's large… https://t.co/AbkRR9euIs,@cbcnews
84,0.0,Mon Apr 30 13:15:00 +0000 2018,0.0,1.0,0.0,84,The TSX shut itself down early on Friday because of a technical issue. Its operator says everything should be norma… https://t.co/2nRlazJ86a,@cbcnews
85,0.4404,Mon Apr 30 13:00:22 +0000 2018,0.0,0.83,0.17,85,"Pop quiz: what does 30 grams of marijuana look like?

That's the maximum a person can legally possess in a public p… https://t.co/7Ih15f1UDo",@cbcnews
86,0.1027,Mon Apr 30 12:30:11 +0000 2018,0.127,0.727,0.145,86,A new report says the key to motivating everybody to reduce their waste is to provide financial incentives.… https://t.co/M310RR2hgg,@cbcnews
87,0.0772,Mon Apr 30 12:00:08 +0000 2018,0.0,0.92,0.08,87,"RT @cbcsports: Raptors 'want to be the team' that knocks off LeBron James, Cavs https://t.co/rEl4kPJrMz https://t.co/Uv5CP3ALZI",@cbcnews
88,0.0,Mon Apr 30 11:59:27 +0000 2018,0.0,1.0,0.0,88,RT @CBCWorldReport: Watch @nilkoksalcbc as she debuts as the new host of @CBCWorldReport https://t.co/rgVYsOCLhe,@cbcnews
89,-0.743,Mon Apr 30 11:45:09 +0000 2018,0.326,0.674,0.0,89,RT @CBCToronto: Police investigate alleged assault on guards at Toronto South Detention Centre https://t.co/24PamCcf1o https://t.co/0Snsi2X…,@cbcnews
90,0.0,Mon Apr 30 11:38:36 +0000 2018,0.0,1.0,0.0,90,RT @CBCAlerts: Dozen of streets are closed and provincial offices are shut in downtown Fredericton as flood waters linger in the New Brunsw…,@cbcnews
91,0.0,Mon Apr 30 11:30:06 +0000 2018,0.0,1.0,0.0,91,#Analysis: Can't understand clickable online contracts? It's time to legislate them away. https://t.co/UL6D54y0VQ @don_pittis,@cbcnews
92,0.3987,Mon Apr 30 11:25:28 +0000 2018,0.0,0.882,0.118,92,RT @nilkoksalcbc: Surprise! We'll also be live right here at 0800EST w/ the next edition of @CBCWorldReport ! Talk to you soon...,@cbcnews
93,-0.5423,Mon Apr 30 11:15:16 +0000 2018,0.2,0.8,0.0,93,New York Times journalist doggedly investigated sexual harassment allegations against Fox News icon. https://t.co/oC95ORBA8A @tarannumsaurus,@cbcnews
94,0.0,Mon Apr 30 11:04:47 +0000 2018,0.0,1.0,0.0,94,7/7 Get the Morning Brief in your inbox each morning. Sign up here: https://t.co/euWkx8Bq21 https://t.co/2Cvx2SV5nc,@cbcnews
95,-0.6705,Mon Apr 30 11:04:47 +0000 2018,0.374,0.503,0.123,95,6/7 Spoiler alert: Avengers: Infinity War broke box office records. https://t.co/Loaw1q11Do https://t.co/zKQhlyY3u8,@cbcnews
96,-0.34,Mon Apr 30 11:04:47 +0000 2018,0.138,0.862,0.0,96,"5/7 The government wants to remove lead from ammunition, and gun owners are opposed. https://t.co/Loaw1q11Do https://t.co/SCR91JXY38",@cbcnews
97,-0.7351,Mon Apr 30 11:04:46 +0000 2018,0.323,0.677,0.0,97,"4/7 A Manitoba community is in ""a state of shock"" after three boys died. https://t.co/Loaw1q11Do https://t.co/kpcVJpV0QD",@cbcnews
98,0.0,Mon Apr 30 11:04:45 +0000 2018,0.0,1.0,0.0,98,3/7 How to police pot https://t.co/Loaw1q11Do https://t.co/2JfgOLLkgZ,@cbcnews
99,0.0,Mon Apr 30 11:04:45 +0000 2018,0.0,1.0,0.0,99,"2/7 Toronto, a week later https://t.co/Loaw1q11Do https://t.co/ODlvfSJ3gW",@cbcnews
100,-0.4767,Tue May 01 16:30:37 +0000 2018,0.237,0.763,0.0,100,"""You already stole my gas. Now you ruined my vehicle."" https://t.co/N73cBdPxEu",@cbcnews
101,0.7003,Tue May 01 16:00:47 +0000 2018,0.0,0.734,0.266,101,There is a disparity between popularity of Alberta's party leaders — Rachel Notley and Jason Kenney — and the popul… https://t.co/35cai5rdGr,@cbcnews
102,-0.7351,Tue May 01 15:45:04 +0000 2018,0.323,0.677,0.0,102,RT @CBCNL: BREAKING: MHA Pam Parsons goes to police with harassment complaints https://t.co/QyTrmeocAR #nlpoli https://t.co/bEE0GF4CdX,@cbcnews
103,0.1027,Tue May 01 15:30:37 +0000 2018,0.0,0.924,0.076,103,Israel's prime minister gave a PowerPoint presentation at the country's defence headquarters in Tel Aviv. But it se… https://t.co/c4MqETK9oQ,@cbcnews
104,0.0,Tue May 01 15:15:05 +0000 2018,0.0,1.0,0.0,104,RT @CBCBusiness: 'We're in the money' — CEO sings showtunes after buying grocery chain from Walmart https://t.co/23C6cG8BOa https://t.co/pv…,@cbcnews
105,-0.8779,Tue May 01 15:00:31 +0000 2018,0.408,0.502,0.091,105,"#Opinion: If Canada truly wants to decrease gun violence, we must start by considering all types of gun violence —… https://t.co/eIka4hXa4t",@cbcnews
106,-0.7351,Tue May 01 14:56:47 +0000 2018,0.256,0.744,0.0,106,RT @CBCNL: BREAKING: Liberal MHA Colin Holloway files harassment complaints against ousted cabinet ministers Eddie Joyce and Dale Kirby.  #…,@cbcnews
107,-0.7783,Tue May 01 14:30:20 +0000 2018,0.274,0.726,0.0,107,"Cathy Bennett says she was intimidated within the N.L. Liberal caucus and cabinet, and was subjected to bullying, i… https://t.co/NCpLwLGMeW",@cbcnews
108,-0.1027,Tue May 01 14:15:12 +0000 2018,0.146,0.73,0.124,108,RT @CBCPolitics: Emergency alert test will ping your cellphone next week https://t.co/QlPDP0RdgT #hw #cdnpoli https://t.co/9wMWLKRNih,@cbcnews
109,-0.5267,Tue May 01 14:00:06 +0000 2018,0.152,0.848,0.0,109,"Ashley Judd has sued Harvey Weinstein, saying the former movie mogul hurt her acting career in retaliation for her… https://t.co/YeZm2emFxO",@cbcnews
110,-0.6597,Tue May 01 13:30:00 +0000 2018,0.265,0.735,0.0,110,An abandoned highrise building occupied by squatters in downtown Sao Paulo has caught fire and collapsed.… https://t.co/cURp0lLae7,@cbcnews
111,0.0,Tue May 01 13:28:49 +0000 2018,0.0,1.0,0.0,111,"RT @thomasdaigle: Windsor, T minus 18 days https://t.co/gxU0LnbBgf",@cbcnews
112,0.0,Tue May 01 13:23:41 +0000 2018,0.0,1.0,0.0,112,"RT @CBCAlerts: UPDATE: Musicals ""Mean Girls"" and ""SpongeBob SquarePants"" each received 12 Tony nominations, while 11 nominations each went…",@cbcnews
113,0.4019,Tue May 01 13:13:24 +0000 2018,0.0,0.769,0.231,113,RT @CBCIndigenous: AFN Special Chiefs Assembly Opening Ceremonies LIVE https://t.co/Ah8UJR0O7h,@cbcnews
114,-0.2732,Tue May 01 13:00:38 +0000 2018,0.203,0.691,0.106,114,The rival Koreas have dismantled huge Cold War-era loudspeakers used to blare propaganda across their tense border. https://t.co/OQFtUglzTh,@cbcnews
115,-0.4767,Tue May 01 12:30:14 +0000 2018,0.14,0.86,0.0,115,Someone using the name of a paralyzed Humboldt Broncos player set up a fake Twitter account and sought money for a… https://t.co/1qjxp9Et6V,@cbcnews
116,0.0,Tue May 01 12:25:11 +0000 2018,0.0,1.0,0.0,116,"RT @CBCEnt: Could Harry Potter, Mean Girls and Frozen land Tony nods today? https://t.co/R66GUvWySu https://t.co/HFsgfwOiht",@cbcnews
117,0.0,Tue May 01 12:09:42 +0000 2018,0.0,1.0,0.0,117,"RT @CBCAlerts: Prince Louis of Cambridge's birth has been officially registered. Photo of his birth certificate, signed today by his father…",@cbcnews
118,0.0,Tue May 01 12:00:36 +0000 2018,0.0,1.0,0.0,118,A new book by the former Canadian commander in Afghanistan explores Operation Medusa and the politics that surround… https://t.co/tk1AvQEF4G,@cbcnews
119,0.0,Tue May 01 11:28:30 +0000 2018,0.0,1.0,0.0,119,7/7 Get the Morning Brief in your inbox each morning. Sign up here: https://t.co/euWkx8Bq21 https://t.co/YHlOxPDRTW,@cbcnews
120,-0.4215,Tue May 01 11:28:30 +0000 2018,0.219,0.781,0.0,120,6/7 Benjamin Netanyahu said Iran broke the nuclear deal. https://t.co/32yoVp0rF3 https://t.co/pbWr67hVHx,@cbcnews
121,0.0,Tue May 01 11:28:29 +0000 2018,0.0,1.0,0.0,121,5/7 Canada's government wants to change election law. https://t.co/32yoVp0rF3 https://t.co/hfDCdNsmxR,@cbcnews
122,0.0,Tue May 01 11:28:29 +0000 2018,0.0,1.0,0.0,122,4/7 Canada helped dig up evidence to extradite Hassan Diab. https://t.co/32yoVp0rF3 https://t.co/D1aNYwpfPZ,@cbcnews
123,0.0,Tue May 01 11:28:28 +0000 2018,0.0,1.0,0.0,123,"3/7 Water, water everywhere. https://t.co/32yoVp0rF3 https://t.co/PcLRpzEdLi",@cbcnews
124,0.0,Tue May 01 11:28:28 +0000 2018,0.0,1.0,0.0,124,2/7 Some Canadians are getting hit with a Trump tax bill. https://t.co/32yoVp0rF3 https://t.co/1vcCNW86Ll,@cbcnews
125,0.4926,Tue May 01 11:28:27 +0000 2018,0.0,0.814,0.186,125,1/7 Good morning! Here's the news you need to start your day today. https://t.co/32yoVp0rF3 https://t.co/txq2NT01R9,@cbcnews
