,compound,date,negative,neutral,positive,tn,tweet,user
126,0.1531,Tue May 01 11:15:01 +0000 2018,0.0,0.873,0.127,126,Trains may start hauling raw oilsands bitumen as a solid material. https://t.co/91TuJwDRKX @KyleBakx,@cbcnews
127,-0.5994,Tue May 01 11:00:22 +0000 2018,0.196,0.804,0.0,127,"Donald Trump — who once sympathized with violent white nationalists, implored a crowd at a campaign rally to ""knock… https://t.co/hYZ4vtDGeq",@cbcnews
128,-0.8316,Tue May 01 10:30:30 +0000 2018,0.317,0.683,0.0,128,Canada helped France dig up evidence to extradite an Ottawa man who spent three years in prison on terror charges a… https://t.co/G71gGvGDgc,@cbcnews
129,-0.2263,Tue May 01 10:00:22 +0000 2018,0.16,0.84,0.0,129,Porn actress Stormy Daniels files defamation lawsuit against President Trump https://t.co/vmpp5jTMiu,@cbcnews
130,0.0,Tue May 01 09:00:19 +0000 2018,0.0,1.0,0.0,130,Detroit finally emerges from post-bankruptcy oversight of finances https://t.co/Nx6iuq9QDC,@cbcnews
131,0.0,Tue May 01 08:00:23 +0000 2018,0.0,1.0,0.0,131,Most analysts foresee 2 or 3 additional increases in the Fed's benchmark rate by year's end https://t.co/qXk15cKcDI,@cbcnews
132,-0.128,Tue May 01 07:00:12 +0000 2018,0.176,0.824,0.0,132,Wall Street lowers iPhone sales revenue expectations https://t.co/TH5s3ov1Tm,@cbcnews
133,-0.6486,Tue May 01 06:00:10 +0000 2018,0.417,0.583,0.0,133,Actress Pamela Gidley dead at 52 https://t.co/lFU0pGUW53,@cbcnews
134,0.0258,Tue May 01 05:00:07 +0000 2018,0.235,0.588,0.176,134,"Home cultivation of marijuana plants could undermine property values, realtors warn https://t.co/eENQDMKo4L",@cbcnews
135,0.0,Tue May 01 04:00:07 +0000 2018,0.0,1.0,0.0,135,"Trudeau government proposes major changes to Canadian elections law, including campaign length and spending limits https://t.co/sodCkq0Rx3",@cbcnews
136,0.0,Tue May 01 03:00:01 +0000 2018,0.0,1.0,0.0,136,"Thousands of Canadians facing massive tax bills because of Trump's December tax reforms, CBC News has learned https://t.co/hIFpzOW3sT",@cbcnews
137,-0.6369,Tue May 01 02:30:00 +0000 2018,0.259,0.741,0.0,137,Time's Up campaign takes aim at R. Kelly over sexual abuse allegations https://t.co/uqxauUVdwA,@cbcnews
138,0.872,Tue May 01 02:00:18 +0000 2018,0.0,0.579,0.421,138,"Air Canada's new loyalty program will help to attract more foreign investors and bolster company's share price, CEO… https://t.co/9wnWsANVNj",@cbcnews
139,0.0,Tue May 01 01:30:25 +0000 2018,0.0,1.0,0.0,139,"Federal government's carbon pricing plan could eliminate up to 90 million tonnes of carbon dioxide by 2022, Environ… https://t.co/7UAf7pWklH",@cbcnews
140,-0.4215,Tue May 01 01:00:34 +0000 2018,0.203,0.797,0.0,140,"Governing Liberals crushed by Conservatives in first-quarter fundraising, new numbers show https://t.co/XDhyGwIlGY",@cbcnews
141,0.0,Tue May 01 00:59:29 +0000 2018,0.0,1.0,0.0,141,RT @CBCTheNational: Watch #CBCTheNational LIVE for Apr. 30 https://t.co/91NxJNmOHF,@cbcnews
142,0.0,Tue May 01 00:30:23 +0000 2018,0.1,0.8,0.1,142,"With legal pot looming, officials working on new training tools for Canada's cops
 https://t.co/dJuRXwjcyb",@cbcnews
143,-0.7906,Tue May 01 00:00:07 +0000 2018,0.318,0.682,0.0,143,"In wake of Toronto van attack, experts wonder what Canada is doing to address violent extremism https://t.co/4Px3dQZVA5",@cbcnews
144,0.0,Mon Apr 30 23:31:52 +0000 2018,0.0,1.0,0.0,144,LIVE Q&amp;A: Does Canada need election reform? Should expats be allowed to vote? @carolemacneil and panellists… https://t.co/vTalNYIY6O,@cbcnews
145,-0.8834,Mon Apr 30 23:30:09 +0000 2018,0.484,0.516,0.0,145,Iranian media gives conflicting reports about missile attack that killed 26 in Syria https://t.co/Yk5zAEi5th,@cbcnews
146,0.0,Mon Apr 30 23:19:59 +0000 2018,0.0,1.0,0.0,146,RT @carolemacneil: Does Canada need election reform? Should expats be allowed to vote? The Liberal government proposed major changes to ele…,@cbcnews
147,0.0,Mon Apr 30 23:00:06 +0000 2018,0.0,1.0,0.0,147,"U.S. says border crossing doesn't have room for caravan of asylum seekers
 https://t.co/BW5CEllA5v https://t.co/VcQSwwdqpb",@cbcnews
148,0.0,Mon Apr 30 22:30:09 +0000 2018,0.0,1.0,0.0,148,"Can't understand clickable online contracts? It's time to legislate them away: Don Pittis
 https://t.co/UL6D54y0VQ https://t.co/GhjuZVJtbS",@cbcnews
149,-0.1531,Mon Apr 30 22:00:16 +0000 2018,0.151,0.729,0.12,149,"Iran continues to preserve and expand its nuclear weapons program, says Israeli PM Benjamin Netanyahu https://t.co/znQD2sbmxX",@cbcnews
150,0.0,Mon Apr 30 21:30:10 +0000 2018,0.0,1.0,0.0,150,"""It's normal for the [Canada Revenue Agency] to do reassessments, but it's not normal to reassess someone 10 times… https://t.co/lMU3K46WAY",@cbcnews
151,-0.0516,Mon Apr 30 21:00:02 +0000 2018,0.079,0.921,0.0,151,A UN delegation will closely monitor the seriousness of Myanmar's efforts to repatriate the Rohingya. https://t.co/lMoQZQ5yBH,@cbcnews
152,0.0,Mon Apr 30 20:30:11 +0000 2018,0.0,1.0,0.0,152,Human body discovered inside wall of public washroom at downtown Calgary mall https://t.co/wcSNCyPIuf,@cbcnews
153,0.0,Mon Apr 30 20:00:33 +0000 2018,0.0,1.0,0.0,153,"With Italian coalition talks foundering, the Five Star Movement is floating the idea of another election. https://t.co/DedxiC4kFz",@cbcnews
154,0.0,Mon Apr 30 19:30:08 +0000 2018,0.0,1.0,0.0,154,"RT @CBCWorldNews: Schools fret as teens take to vaping, even in class https://t.co/irELDyaXFK https://t.co/BaAczqvY97",@cbcnews
155,-0.6908,Mon Apr 30 19:00:29 +0000 2018,0.231,0.769,0.0,155,A Manitoba man has been charged with three counts of impaired driving causing death after three boys were hit by a… https://t.co/J9spqD2qJ2,@cbcnews
156,0.4019,Mon Apr 30 18:37:11 +0000 2018,0.0,0.87,0.13,156,RT @CBCPolitics: Follow Question Period : Watch live as opposition parties question the government in the House of Commons. https://t.co/VG…,@cbcnews
157,0.0,Mon Apr 30 18:30:06 +0000 2018,0.0,1.0,0.0,157,"Ontario PC leader Doug Ford: ""We will open up the Greenbelt — not all of it, but we're going to open a big chunk of… https://t.co/WQZ3nZadtJ",@cbcnews
158,-0.0772,Mon Apr 30 18:00:18 +0000 2018,0.075,0.925,0.0,158,"Donald Trump imposed a May 1 cutoff for steel and aluminum tariff exemptions for U.S. allies, including Canada. https://t.co/zpaXbf1oO4",@cbcnews
159,0.0,Mon Apr 30 17:45:32 +0000 2018,0.0,1.0,0.0,159,RT @CBCCalgary: Body found inside wall of washroom at Calgary shopping mall https://t.co/o8hnnrcNTo,@cbcnews
160,0.1779,Mon Apr 30 17:36:53 +0000 2018,0.0,0.884,0.116,160,"RT @CBCBusiness: Trudeau announces Amazon bringing 3,000 new tech jobs to Vancouver https://t.co/Q8p2UZegfU https://t.co/FCpzbxPNg3",@cbcnews
161,0.0,Mon Apr 30 17:30:08 +0000 2018,0.0,1.0,0.0,161,RT @hockeynight: BREAKING | Maple Leafs say Lou Lamoriello will not return as GM next season https://t.co/3GgAsJcTNY https://t.co/RIJSFEEszE,@cbcnews
162,-0.4404,Mon Apr 30 17:22:28 +0000 2018,0.139,0.861,0.0,162,RT @CBCAlerts: Israel claims 'irrefutable' proof of clandestine Iranian nuclear weapons program. PM Benjamin Netanyahu says Israel has unco…,@cbcnews
163,0.0,Mon Apr 30 17:00:18 +0000 2018,0.0,1.0,0.0,163,The youngest member of the jury that convicted Bill Cosby said the comedian's own words sealed his fate. https://t.co/iU9U4O0KCc,@cbcnews
164,0.1779,Mon Apr 30 16:34:18 +0000 2018,0.0,0.884,0.116,164,RT @CBCPolitics: Justin Trudeau to make announcement with Amazon LIVE https://t.co/I5qKuqivsW #hw #cdnpoli https://t.co/UkmctvG3ih,@cbcnews
165,0.0,Mon Apr 30 16:30:32 +0000 2018,0.0,1.0,0.0,165,"Revenue Canada demoted this Halifax sculptor to ""hobby artist"" status and gave him a $14,000 tax bill.  https://t.co/m2ZhjlGHgf @Witherscbc",@cbcnews
166,0.0,Mon Apr 30 16:28:30 +0000 2018,0.0,1.0,0.0,166,RT @CBCAlerts: Both Dale Kirby and Eddie Joyce will sit as Independents in Newfoundland and Labrador's House of Assembly. 'This is not abou…,@cbcnews
167,0.0,Mon Apr 30 16:14:08 +0000 2018,0.0,1.0,0.0,167,RT @CBCToronto: BREAKING: Court dismisses Const. James Forcillo's appeal of conviction in Sammy Yatim case https://t.co/4X6SyfVwIs https://…,@cbcnews
168,0.0,Mon Apr 30 16:10:00 +0000 2018,0.0,1.0,0.0,168,RT @CBCLorenda: Update: the Ontario Court of Appeal dismisses the appeal by Const. James Forcillo in the streetcar shooting of Sammy Yatim…,@cbcnews
169,0.0,Mon Apr 30 16:07:51 +0000 2018,0.0,1.0,0.0,169,"RT @CBCAlerts: Lou Lamoriello not returning as general manager, Toronto Maple Leafs confirm. Lamoriello, 75, has been running the team sinc…",@cbcnews
170,0.0,Mon Apr 30 16:01:49 +0000 2018,0.0,1.0,0.0,170,"RT @CBCAlerts: Newfoundland and Labrador Premier Dwight Ball has just said goodbye to another cabinet minister.  Until this morning, Dale K…",@cbcnews
171,0.0,Mon Apr 30 16:00:57 +0000 2018,0.0,1.0,0.0,171,"#Analysis: While there's still a focus on the bottom line, most Albertans are socially progressive https://t.co/06iVuxfRFZ",@cbcnews
172,-0.6908,Mon Apr 30 15:55:00 +0000 2018,0.231,0.769,0.0,172,RT @CBCAlerts: Manitoba man charged with 3 counts of impaired driving causing death after 3 boys hit by car on Nisichawayasihk Cree Nation…,@cbcnews
173,-0.4767,Mon Apr 30 15:30:14 +0000 2018,0.147,0.853,0.0,173,#Opinion: Ontario has taken necessary steps to eliminate the use of solitary confinement for those suffering with m… https://t.co/d7Np7k4KFu,@cbcnews
174,0.0,Mon Apr 30 15:00:04 +0000 2018,0.0,1.0,0.0,174,Forensic investigators in Ontario go through several steps to scientifically confirm the identity of someone who ha… https://t.co/sPI29vTyyh,@cbcnews
175,0.0,Mon Apr 30 14:30:21 +0000 2018,0.0,1.0,0.0,175,"Spring flooding in B.C., Alberta, Que., N.B. prompts evacuation orders in some communities https://t.co/INCyxKmlCB",@cbcnews
176,0.3182,Mon Apr 30 14:24:49 +0000 2018,0.0,0.901,0.099,176,RT @CBCIndigenous: Truth and Reconciliation Call to Action 25: Reaffirm the independence of the RCMP to investigate crimes in which the gov…,@cbcnews
177,0.0,Mon Apr 30 14:22:07 +0000 2018,0.0,1.0,0.0,177,RT @CBCNB: Follow the latest coverage from @TWeldonCBC https://t.co/zNesE3cGQf,@cbcnews
178,0.5267,Mon Apr 30 14:15:07 +0000 2018,0.0,0.815,0.185,178,"RT @CBCNL: NEW | Passionate about pickleball: Unique sport has a diverse following in St. John's

https://t.co/uIwzfffwvf https://t.co/eYeG…",@cbcnews
179,0.0,Mon Apr 30 14:00:42 +0000 2018,0.0,1.0,0.0,179,"Cattle-rearing accountant investigated for possibly fudging 1,400 tax returns https://t.co/YJfBp9huvO",@cbcnews
180,0.0,Mon Apr 30 13:45:05 +0000 2018,0.0,1.0,0.0,180,China presses Canada over illicit marijuana imports https://t.co/41b80661Yi,@cbcnews
181,-0.1779,Mon Apr 30 13:32:01 +0000 2018,0.256,0.569,0.175,181,"⚡️ Thousands gathered at vigil to honour Toronto van attack victims

https://t.co/uwXbrCkQbD @mtaruc @davidcommon… https://t.co/9k1oV7RZy9",@cbcnews
182,-0.4767,Mon Apr 30 13:30:21 +0000 2018,0.256,0.744,0.0,182,The Yonge Street van attack in Toronto: 1 week later https://t.co/S3pxncAkD4,@cbcnews
183,-0.1779,Mon Apr 30 13:18:34 +0000 2018,0.215,0.637,0.147,183,Thousands gathered on Toronto's Yonge Street to honour victims of the deadly van attack that rattled Canada's large… https://t.co/AbkRR9euIs,@cbcnews
184,0.0,Mon Apr 30 13:15:00 +0000 2018,0.0,1.0,0.0,184,The TSX shut itself down early on Friday because of a technical issue. Its operator says everything should be norma… https://t.co/2nRlazJ86a,@cbcnews
185,0.4404,Mon Apr 30 13:00:22 +0000 2018,0.0,0.83,0.17,185,"Pop quiz: what does 30 grams of marijuana look like?

That's the maximum a person can legally possess in a public p… https://t.co/7Ih15f1UDo",@cbcnews
186,0.1027,Mon Apr 30 12:30:11 +0000 2018,0.127,0.727,0.145,186,A new report says the key to motivating everybody to reduce their waste is to provide financial incentives.… https://t.co/M310RR2hgg,@cbcnews
187,0.0772,Mon Apr 30 12:00:08 +0000 2018,0.0,0.92,0.08,187,"RT @cbcsports: Raptors 'want to be the team' that knocks off LeBron James, Cavs https://t.co/rEl4kPJrMz https://t.co/Uv5CP3ALZI",@cbcnews
188,0.0,Mon Apr 30 11:59:27 +0000 2018,0.0,1.0,0.0,188,RT @CBCWorldReport: Watch @nilkoksalcbc as she debuts as the new host of @CBCWorldReport https://t.co/rgVYsOCLhe,@cbcnews
189,-0.743,Mon Apr 30 11:45:09 +0000 2018,0.326,0.674,0.0,189,RT @CBCToronto: Police investigate alleged assault on guards at Toronto South Detention Centre https://t.co/24PamCcf1o https://t.co/0Snsi2X…,@cbcnews
190,0.0,Mon Apr 30 11:38:36 +0000 2018,0.0,1.0,0.0,190,RT @CBCAlerts: Dozen of streets are closed and provincial offices are shut in downtown Fredericton as flood waters linger in the New Brunsw…,@cbcnews
191,0.0,Mon Apr 30 11:30:06 +0000 2018,0.0,1.0,0.0,191,#Analysis: Can't understand clickable online contracts? It's time to legislate them away. https://t.co/UL6D54y0VQ @don_pittis,@cbcnews
192,0.3987,Mon Apr 30 11:25:28 +0000 2018,0.0,0.882,0.118,192,RT @nilkoksalcbc: Surprise! We'll also be live right here at 0800EST w/ the next edition of @CBCWorldReport ! Talk to you soon...,@cbcnews
193,-0.5423,Mon Apr 30 11:15:16 +0000 2018,0.2,0.8,0.0,193,New York Times journalist doggedly investigated sexual harassment allegations against Fox News icon. https://t.co/oC95ORBA8A @tarannumsaurus,@cbcnews
194,0.0,Mon Apr 30 11:04:47 +0000 2018,0.0,1.0,0.0,194,7/7 Get the Morning Brief in your inbox each morning. Sign up here: https://t.co/euWkx8Bq21 https://t.co/2Cvx2SV5nc,@cbcnews
195,-0.6705,Mon Apr 30 11:04:47 +0000 2018,0.374,0.503,0.123,195,6/7 Spoiler alert: Avengers: Infinity War broke box office records. https://t.co/Loaw1q11Do https://t.co/zKQhlyY3u8,@cbcnews
196,-0.34,Mon Apr 30 11:04:47 +0000 2018,0.138,0.862,0.0,196,"5/7 The government wants to remove lead from ammunition, and gun owners are opposed. https://t.co/Loaw1q11Do https://t.co/SCR91JXY38",@cbcnews
197,-0.7351,Mon Apr 30 11:04:46 +0000 2018,0.323,0.677,0.0,197,"4/7 A Manitoba community is in ""a state of shock"" after three boys died. https://t.co/Loaw1q11Do https://t.co/kpcVJpV0QD",@cbcnews
198,0.0,Mon Apr 30 11:04:45 +0000 2018,0.0,1.0,0.0,198,3/7 How to police pot https://t.co/Loaw1q11Do https://t.co/2JfgOLLkgZ,@cbcnews
199,0.0,Mon Apr 30 11:04:45 +0000 2018,0.0,1.0,0.0,199,"2/7 Toronto, a week later https://t.co/Loaw1q11Do https://t.co/ODlvfSJ3gW",@cbcnews
200,0.4926,Mon Apr 30 11:04:44 +0000 2018,0.0,0.814,0.186,200,1/7 Good morning! Here's the news you need to start your day today. https://t.co/Loaw1q11Do https://t.co/fP8psXA1Yh,@cbcnews
201,0.5481,Mon Apr 30 11:00:06 +0000 2018,0.084,0.682,0.234,201,"Customer takes Bell to court and wins, as judge agrees telecom giant can't promise a price, then change it… https://t.co/Qqz3X9gX5u",@cbcnews
202,-0.891,Mon Apr 30 10:45:34 +0000 2018,0.371,0.629,0.0,202,"RT @CBCAlerts: Afghanistan has suffered 2 major attacks. A pair of bombs in Kabul killed 25 people, including 8 journalists who rushed to t…",@cbcnews
203,-0.5994,Mon Apr 30 10:45:04 +0000 2018,0.206,0.794,0.0,203,RT @CBCEnt: Avengers: Infinity War had Marvel's first female stunt co-ordinator — and she's Canadian https://t.co/faVRqH7b1d https://t.co/f…,@cbcnews
204,-0.8658,Mon Apr 30 10:33:00 +0000 2018,0.427,0.573,0.0,204,"RT @CBCWorldNews: Syria missile attack kills 26, could be latest salvo in Israel-Iran hostilities https://t.co/5PJ3yI5HCr https://t.co/oaX5…",@cbcnews
205,-0.2732,Mon Apr 30 10:30:16 +0000 2018,0.261,0.545,0.194,205,RT @CBCEnt: Burning Man festival co-founder dead at 70 https://t.co/DfRJjpvdfn https://t.co/8lAhANHjG7,@cbcnews
206,0.2247,Mon Apr 30 10:15:03 +0000 2018,0.094,0.773,0.133,206,"Once one of Hollywood's most powerful figures, Weinstein has been accused by more than 70 women of sexual misconduc… https://t.co/lrhn2OZ6kq",@cbcnews
207,-0.6249,Mon Apr 30 10:00:31 +0000 2018,0.204,0.796,0.0,207,RT @CBCPolitics: Bloc Québécois members meet to discuss party's future amid leadership crisis https://t.co/PltuwyTT7L #hw #cdnpoli https://…,@cbcnews
208,-0.5106,Mon Apr 30 09:00:00 +0000 2018,0.369,0.496,0.135,208,Governor says attacks seemed planned to spark ethnic conflict. https://t.co/gDINJCcdaP,@cbcnews
209,0.0258,Mon Apr 30 08:00:30 +0000 2018,0.225,0.546,0.229,209,"The Marvel blockbuster is expected to earn $250M US, beating the record held by Star Wars: The Force Awakens.… https://t.co/Mi7iIZvutg",@cbcnews
210,-0.5859,Mon Apr 30 07:00:04 +0000 2018,0.226,0.774,0.0,210,RT @CBCEnt: Ashley Judd to sexual assault survivors: Healing is our 'birthright' https://t.co/SOqxht56YX https://t.co/ffjxcXDtVT,@cbcnews
211,-0.4404,Mon Apr 30 06:00:05 +0000 2018,0.195,0.805,0.0,211,"Rohingya denied citizenship in Buddhist-majority Myanmar, where they've faced persecution for decades. https://t.co/oMgNpIojC0",@cbcnews
212,-0.6808,Mon Apr 30 05:00:01 +0000 2018,0.258,0.678,0.064,212,RT @CBCPolitics: NDP case against Trans Mountain pipeline may be hurt by previous legal arguments https://t.co/TAWy9Fgr0A #hw #cdnpoli http…,@cbcnews
213,0.1179,Mon Apr 30 04:00:14 +0000 2018,0.0,0.911,0.089,213,RT @CBCToronto: Is it necessary now? Should Toronto erect barriers to prevent vehicular attacks?: https://t.co/AlQ0blQ3We https://t.co/urRi…,@cbcnews
214,0.0,Mon Apr 30 03:00:02 +0000 2018,0.0,1.0,0.0,214,The deal would reshape the U.S. wireless landscape by reducing it to 3 major cellphone providers. https://t.co/EEv0b4fl9X,@cbcnews
215,0.5106,Mon Apr 30 02:30:09 +0000 2018,0.0,0.769,0.231,215,U.S. Secretary of State Pompeo also expresses confidence in Trump-Kim summit. https://t.co/LAidsKYB4e,@cbcnews
216,0.0,Mon Apr 30 02:00:00 +0000 2018,0.0,1.0,0.0,216,"In effect, the four-kilometre trail connects the waters of the Gulf of St. Lawrence to the waters of the Bay of Fun… https://t.co/vr7y4qHFRj",@cbcnews
217,0.2924,Mon Apr 30 01:30:02 +0000 2018,0.0,0.873,0.127,217,Money is flowing into the Progressive Conservative coffers despite the distraction of the leadership race.… https://t.co/uGApfYyT1u,@cbcnews
218,0.0,Mon Apr 30 01:02:10 +0000 2018,0.0,1.0,0.0,218,RT @CBCTheNational: Watch #CBCTheNational LIVE for Apr. 29 https://t.co/4UqNQgcJ4z,@cbcnews
219,0.0,Mon Apr 30 01:00:00 +0000 2018,0.0,1.0,0.0,219,Water levels continue to rise in the southern part of the river basin. https://t.co/733tidKhpB @GailHarding_,@cbcnews
220,-0.7346,Mon Apr 30 00:30:03 +0000 2018,0.436,0.564,0.0,220,Plus: Sunwing's passenger complaints and more stolen Optimum points https://t.co/2as59hp6Wn,@cbcnews
221,0.0,Mon Apr 30 00:00:07 +0000 2018,0.0,1.0,0.0,221,RT @CBCNB: Road closures continue on Day 3 of St. John River floods: https://t.co/oPhXNlXy3s https://t.co/J7zi6cJKqn,@cbcnews
222,-0.5859,Sun Apr 29 23:30:12 +0000 2018,0.226,0.774,0.0,222,"'Another day, another funeral': Young, Somali men are dying violently in Toronto https://t.co/XaGtIqtTbf https://t.co/hArloFfdnm",@cbcnews
223,-0.765,Sun Apr 29 23:30:01 +0000 2018,0.32,0.68,0.0,223,Humboldt Broncos crash and her own husband’s death prompt Pattie Fair-Babij to organize victims’ families.… https://t.co/HZmEpGDGLJ,@cbcnews
224,0.4019,Sun Apr 29 23:00:51 +0000 2018,0.0,0.803,0.197,224,RT @CBCToronto: Special coverage of #TorontoStrong Vigil at Mel Lastman Square https://t.co/1pCinqr9wk,@cbcnews
225,-0.7717,Sun Apr 29 23:00:03 +0000 2018,0.358,0.642,0.0,225,Here are brief portraits of some of the victims of that horrific day. https://t.co/nUUi7U1AlG,@cbcnews
226,0.4767,Sun Apr 29 22:30:03 +0000 2018,0.142,0.496,0.362,226,Comedian apologizes to those offended by provocative routine. https://t.co/nw9WT2vE6w @gq_in_sk,@cbcnews
227,0.0,Sun Apr 29 22:00:02 +0000 2018,0.0,1.0,0.0,227,"City expects 25,000 people at Sunday evening’s vigil at Mel Lastman Square. https://t.co/TAUbeVhbAb",@cbcnews
228,0.4523,Sun Apr 29 21:30:05 +0000 2018,0.128,0.621,0.251,228,RT @WendyMesleyCBC: Frmr national security analyst @StephanieCarvin on why the Toronto van attack is not considered terrorism #CBCTheWeekly…,@cbcnews
229,0.0,Sun Apr 29 21:00:04 +0000 2018,0.0,1.0,0.0,229,#Analysis: History teaches us you can do big things in Canadian politics - if you're willing to take the hits.… https://t.co/jTc1w9IhDv,@cbcnews
230,-0.3818,Sun Apr 29 20:30:08 +0000 2018,0.191,0.809,0.0,230,RT @CBCNS: Fredericton-bound flight makes emergency landing at Halifax airport https://t.co/lnVKfV7hxn https://t.co/fEg51I2Fy8,@cbcnews
231,0.0,Sun Apr 29 20:00:00 +0000 2018,0.0,1.0,0.0,231,The Tsleil-Waututh Nation is preparing a motion to ask for the release of federal Trans Mountain pipeline documents… https://t.co/YwclmlRIRx,@cbcnews
232,0.0,Sun Apr 29 19:30:02 +0000 2018,0.0,1.0,0.0,232,"Ches Crosbie, elected Saturday, is the son of politician John Crosbie. https://t.co/qAa2atf8eh",@cbcnews
233,0.6249,Sun Apr 29 19:00:09 +0000 2018,0.086,0.674,0.24,233,Here's how to find tonight's special coverage of the vigil to honour the victims of the Yonge Street van attack.… https://t.co/PFHtkB0kje,@cbcnews
234,0.3818,Sun Apr 29 18:30:13 +0000 2018,0.0,0.852,0.148,234,Comedian Michelle Wolf ripped Sarah Huckabee Sanders at Saturday night's White House Correspondents' Association di… https://t.co/v5WKWib589,@cbcnews
235,0.0,Sun Apr 29 18:12:42 +0000 2018,0.0,1.0,0.0,235,BREAKING: They were riding bicycles and walking on a main access road to a northern Manitoba community when they we… https://t.co/StTtgDD675,@cbcnews
236,0.296,Sun Apr 29 18:00:00 +0000 2018,0.0,0.891,0.109,236,"RT @WendyMesleyCBC: Who knew there was such a thing as #PinDiplomacy  Hear #MadeleineAlbright  @madeleine on that, and oh yeah, #NorthKorea…",@cbcnews
237,0.0,Sun Apr 29 17:30:21 +0000 2018,0.0,1.0,0.0,237,One market research report projects that 10.6 million Canadian households will be signed up with streaming services… https://t.co/wGiN8Lq76y,@cbcnews
238,0.0,Sun Apr 29 17:00:09 +0000 2018,0.0,1.0,0.0,238,Women are running for Congress under the GOP — but on a much smaller scale than their Democratic counterparts.… https://t.co/Lz9ioI41xI,@cbcnews
239,0.0,Sun Apr 29 16:30:23 +0000 2018,0.0,1.0,0.0,239,A study projects that the amount of lead released annually into the environment from ammunition will rise to about… https://t.co/ORywNRXfLz,@cbcnews
240,0.0,Sun Apr 29 16:01:03 +0000 2018,0.0,1.0,0.0,240,"Donald Trump skipped the White House press dinner again this year, but he was still the butt of many of the jokes.… https://t.co/hyEDLunl91",@cbcnews
241,-0.25,Sun Apr 29 15:30:04 +0000 2018,0.133,0.867,0.0,241,"Time is ripe for higher wages given province-wide labour shortage, union leaders say. https://t.co/VQmqb99ybe",@cbcnews
242,0.0,Sun Apr 29 15:22:39 +0000 2018,0.0,1.0,0.0,242,RT @WendyMesleyCBC: An investigation done by #CBCTheWeekly can reveal that an armed US paramilitary group called the Three Percenters have…,@cbcnews
243,0.0,Sun Apr 29 15:02:54 +0000 2018,0.0,1.0,0.0,243,"RT @WendyMesleyCBC: LIVE: This is The Weekly with @WendyMesleyCBC on Sunday, April 29, 2018 https://t.co/ob3EJH06hk",@cbcnews
244,0.0,Sun Apr 29 15:00:16 +0000 2018,0.0,1.0,0.0,244,"South, North Korea leaders vowed 'complete denuclearization' on Peninsula during summit. https://t.co/dWIOBXDVar",@cbcnews
245,-0.802,Sun Apr 29 14:30:03 +0000 2018,0.324,0.676,0.0,245,"RT @CBCToronto: Activists call for action in wake of Toronto van attack, domestic violence homicides: https://t.co/P1EZOP0rVr https://t.co/…",@cbcnews
246,0.0,Sun Apr 29 14:00:24 +0000 2018,0.0,1.0,0.0,246,About 300 people crowded around for a picture with the illuminated sign. https://t.co/6P9Xa1JugX,@cbcnews
247,0.128,Sun Apr 29 13:37:44 +0000 2018,0.0,0.93,0.07,247,RT @WendyMesleyCBC: We've got a packed show at 11 am..an exclusive investigation on an armed paramilitary group in Canada...a chat with @St…,@cbcnews
248,0.4404,Sun Apr 29 13:30:14 +0000 2018,0.0,0.861,0.139,248,RT @CBCManitoba: Big Jets faces and signs in all places: Winnipeggers get creative during team's playoff run https://t.co/U3IaIZJwHu https:…,@cbcnews
249,0.25,Sun Apr 29 13:30:01 +0000 2018,0.0,0.895,0.105,249,"Queen Elsa is Canadian. Hamilton, Ont.'s @CaissieLevy plays Disney's famed ice queen in Frozen on Broadway. Here's… https://t.co/UpfYO55WQ7",@cbcnews
